fecha: Tue Oct 16 21:38:12 COT 2018
250.txt , cantidad de paquetes enviados:4096 , tamanio del paquete (con encabezado): 64KB
Funciono, cantidad de paquetes recibidos, tiempo, cliente
false,4069,24886,1
false,4065,24847,2
false,4091,25332,3
false,4091,25244,4
false,3996,24411,5
false,4011,24578,6
false,4044,24765,7
false,4020,24607,8
false,4076,24978,9
false,4070,24950,10
