fecha: Tue Oct 16 21:35:24 COT 2018
250.txt , cantidad de paquetes enviados:4096 , tamanio del paquete (con encabezado): 64KB
Funciono, cantidad de paquetes recibidos, tiempo, cliente
false,4043,24806,1
false,4082,25030,2
false,4050,24831,3
false,4055,24855,4
false,4091,25366,5
false,4094,25366,6
false,4088,25207,7
false,4087,25154,8
false,4089,25224,9
false,4087,25130,10
